,SENDER,RECEIVER,SENDER DEPT,RECEIVER DEPT
12724,492,115,40,13
12725,401,130,4,0
12726,814,262,0,0
12727,303,159,20,19
12728,159,303,19,20
12729,183,159,4,19
12730,647,458,6,4
12731,31,170,11,13
12732,31,96,11,20
12733,846,605,1,1
12734,290,83,4,36
12735,223,268,1,39
12736,83,557,36,3
12737,530,293,14,14
12738,557,83,3,36
12739,338,183,13,4
12740,41,5,5,25
12741,588,307,11,1
12742,458,142,4,36
12743,183,210,4,19
12744,183,89,4,20
12745,183,520,4,21
12746,183,165,4,13
12747,183,338,4,13
12748,420,249,26,14
12749,411,552,28,22
12750,36,21,11,9
12751,165,96,13,20
12752,165,223,13,1
12753,518,661,35,14
12754,518,211,35,22
12755,192,102,21,38
12756,531,365,3,14
12757,446,140,17,17
12758,58,422,21,35
12759,422,58,35,21
12760,738,285,22,22
12761,256,518,4,35
12762,504,86,14,36
12763,64,90,25,8
12764,31,24,11,11
12765,809,132,22,28
12766,24,31,11,11
12767,481,285,22,22
12768,356,16,8,34
12769,160,286,36,21
12770,615,518,35,35
12771,615,492,35,40
12772,615,142,35,36
12773,412,102,21,38
12774,215,717,1,24
12775,68,106,15,38
12776,96,361,20,10
12777,172,542,4,4
12778,340,16,2,34
12779,64,191,25,0
12780,564,12,19,14
12781,564,190,19,15
12782,564,365,19,14
12783,361,96,10,20
12784,12,62,14,36
12785,271,192,28,21
12786,689,198,4,4
12787,62,12,36,14
12788,194,803,21,21
12789,284,621,0,0
12790,62,269,36,17
12791,192,271,21,28
12792,443,38,10,11
12793,455,116,22,13
12794,455,24,22,11
12795,498,73,14,1
12796,207,199,4,4
12797,261,119,10,10
12798,261,655,10,4
12799,261,427,10,12
12800,261,470,10,12
12801,441,324,14,14
12802,615,155,35,35
12803,115,816,13,13
12804,115,453,13,6
12805,115,493,13,4
12806,115,41,13,5
12807,62,19,36,14
12808,62,418,36,15
12809,62,306,36,9
12810,62,35,36,11
12811,83,173,36,38
12812,442,36,10,11
12813,285,271,22,28
12814,160,230,36,23
12815,160,464,36,4
12816,518,249,35,14
12817,388,296,7,7
12818,294,301,4,26
12819,93,714,4,4
12820,282,434,36,34
12821,205,820,5,5
12822,320,296,7,7
12823,320,103,7,7
12824,285,371,22,16
12825,333,847,10,10
12826,96,165,20,13
12827,13,343,26,0
12828,13,322,26,17
12829,13,184,26,15
12830,61,296,7,7
12831,494,115,36,13
12832,464,160,4,36
12833,458,647,4,6
12834,243,64,19,25
12835,424,356,34,8
12836,424,329,34,8
12837,285,586,22,21
12838,714,401,4,4
12839,435,160,6,36
12840,391,182,7,7
12841,198,5,4,25
12842,257,450,0,4
12843,845,305,21,21
12844,160,12,36,14
12845,248,17,1,1
12846,301,294,26,4
12847,459,21,1,9
12848,333,166,10,36
12849,73,498,1,14
12850,45,273,17,17
12851,278,28,0,11
12852,278,722,0,11
12853,820,249,5,14
12854,498,74,14,1
12855,249,820,14,5
12856,615,244,35,19
12857,434,314,34,1
12858,262,814,0,0
12859,244,615,19,35
12860,285,164,22,17
12861,7,430,14,14
12862,451,466,14,14
12863,433,434,37,34
12864,82,147,36,23
12865,841,376,7,7
12866,173,416,38,9
12867,173,777,38,9
12868,376,841,7,7
12869,62,459,36,1
12870,588,392,11,7
12871,161,504,14,14
12872,13,356,26,8
12873,13,207,26,4
12874,161,496,14,14
12875,74,498,1,14
12876,249,362,14,14
12877,243,58,19,21
12878,58,243,21,19
12879,46,447,17,17
12880,211,46,22,17
12881,211,174,22,32
12882,211,450,22,4
12883,520,520,21,21
12884,826,58,21,21
12885,12,707,14,14
12886,551,533,15,35
12887,280,813,4,4
12888,608,266,14,14
12889,443,113,10,10
12890,366,187,36,15
12891,303,46,20,17
12892,450,211,4,22
12893,355,329,27,8
12894,355,303,27,20
12895,355,114,27,10
12896,355,472,27,6
12897,355,46,27,17
12898,355,255,27,6
12899,307,226,1,1
12900,96,31,20,11
12901,121,222,36,1
12902,160,690,36,15
12903,132,807,28,28
12904,409,33,26,11
12905,388,378,7,7
12906,184,160,15,36
12907,333,302,10,20
12908,46,355,17,27
12909,107,87,36,34
12910,87,107,34,36
12911,114,303,10,20
12912,137,126,21,22
12913,685,809,21,22
12914,741,250,7,7
12915,74,330,1,13
12916,340,848,2,3
12917,313,313,1,1
12918,450,257,4,0
12919,73,313,1,1
12920,302,419,20,4
12921,419,302,4,20
12922,46,283,17,36
12923,160,466,36,14
12924,62,280,36,4
12925,313,73,1,1
12926,160,3,36,21
12927,160,275,36,4
12928,160,424,36,34
12929,10,340,9,2
12930,253,62,31,36
12931,215,0,1,1
12932,62,253,36,31
12933,305,271,21,28
12934,107,187,36,15
12935,297,341,1,1
12936,329,283,8,36
12937,15,272,17,17
12938,271,305,28,21
12939,114,355,10,27
12940,28,46,11,17
12941,445,340,3,2
12942,329,355,8,27
12943,362,496,14,14
12944,283,46,36,17
12945,374,499,14,14
12946,374,500,14,14
12947,374,501,14,14
12948,374,503,14,14
12949,374,406,14,14
12950,374,407,14,14
12951,374,504,14,14
12952,374,505,14,14
12953,374,358,14,14
12954,374,506,14,14
12955,333,160,10,36
12956,429,579,17,17
12957,429,461,17,17
12958,429,335,17,17
12959,429,322,17,17
12960,59,160,21,36
12961,106,107,38,36
12962,183,460,4,34
12963,211,355,22,27
12964,211,169,22,13
12965,280,62,4,36
12966,126,271,22,28
12967,126,137,22,21
12968,210,46,19,17
12969,845,2,21,21
12970,419,655,4,4
12971,218,36,1,11
12972,114,255,10,6
12973,172,377,4,7
12974,328,375,8,8
12975,328,357,8,8
12976,303,283,20,36
12977,187,107,15,36
12978,248,459,1,1
12979,62,356,36,8
12980,251,338,13,13
12981,255,329,6,8
12982,255,114,6,10
12983,255,46,6,17
12984,133,346,4,0
12985,81,46,15,17
12986,15,362,17,14
12987,450,5,4,25
12988,662,366,16,36
12989,183,473,4,15
12990,346,133,0,4
12991,213,213,14,14
12992,329,255,8,6
12993,92,92,9,9
12994,115,361,13,10
12995,115,531,13,3
12996,115,79,13,3
12997,107,255,36,6
12998,107,253,36,31
12999,355,211,27,22
13000,355,371,27,16
13001,355,63,27,21
13002,355,169,27,13
13003,371,285,16,22
13004,116,263,13,10
13005,446,448,17,17
13006,255,211,6,22
13007,255,371,6,16
13008,255,63,6,21
13009,255,169,6,13
13010,31,151,11,10
13011,597,756,23,39
13012,362,15,14,17
13013,332,700,14,14
13014,371,355,16,27
13015,145,144,35,40
13016,441,107,14,36
13017,391,320,7,7
13018,434,210,34,19
13019,434,58,34,21
13020,533,128,35,5
13021,2,845,21,21
13022,58,434,21,34
13023,531,165,3,13
13024,200,776,4,5
13025,211,11,22,14
13026,340,593,2,5
13027,784,784,28,28
13028,845,63,21,21
13029,79,116,3,13
13030,63,355,21,27
13031,63,169,21,13
13032,14,498,4,14
13033,13,579,26,17
13034,427,86,12,36
13035,336,438,13,13
13036,13,83,26,36
13037,166,210,36,19
13038,17,166,1,36
13039,169,355,13,27
13040,699,44,14,14
13041,169,255,13,6
13042,419,482,4,2
13043,419,183,4,4
13044,63,845,21,21
13045,356,62,8,36
13046,195,286,21,21
13047,115,160,13,36
13048,183,544,4,4
13049,62,494,36,36
13050,667,37,15,11
13051,5,198,25,4
13052,86,427,36,12
13053,35,107,11,36
13054,84,513,37,35
13055,376,18,7,1
13056,518,422,35,35
13057,160,226,36,1
13058,183,419,4,4
13059,545,26,11,11
13060,545,785,11,11
13061,545,27,11,11
13062,545,34,11,11
13063,545,590,11,11
13064,124,139,16,17
13065,409,27,26,11
13066,426,450,4,4
13067,426,493,4,4
13068,608,7,14,14
13069,105,543,34,4
13070,65,752,4,36
13071,126,55,22,22
13072,18,376,1,7
13073,211,329,22,8
13074,211,255,22,6
13075,211,114,22,10
13076,211,81,22,15
13077,307,18,1,1
13078,63,329,21,8
13079,63,255,21,6
13080,63,114,21,10
13081,63,81,21,15
13082,815,64,21,25
13083,322,446,17,17
13084,201,198,4,4
13085,201,202,4,4
13086,201,593,4,5
13087,201,204,4,5
13088,201,776,4,5
13089,201,205,4,5
13090,303,355,20,27
13091,700,247,14,14
13092,355,170,27,13
13093,355,137,27,21
13094,114,170,10,13
13095,2,571,21,21
13096,211,464,22,4
13097,169,303,13,20
13098,169,137,13,21
13099,198,419,4,4
13100,81,211,15,22
13101,81,63,15,21
13102,81,169,15,13
13103,464,211,4,22
13104,460,421,34,14
13105,459,498,1,14
13106,255,303,6,20
13107,255,170,6,13
13108,255,137,6,21
13109,498,459,14,1
13110,14,523,4,4
13111,14,706,4,4
13112,108,469,8,22
13113,231,526,0,4
13114,523,14,4,4
13115,176,333,4,10
13116,81,303,15,20
13117,81,170,15,13
13118,820,346,5,0
13119,655,655,4,4
13120,0,309,1,1
13121,174,363,32,35
13122,351,280,0,4
13123,482,339,2,13
13124,355,184,27,15
13125,114,184,10,15
13126,662,662,16,16
13127,482,64,2,25
13128,77,107,3,36
13129,26,29,11,11
13130,336,485,13,10
13131,139,124,17,16
13132,444,48,10,10
13133,569,359,14,14
13134,539,160,3,36
13135,640,404,16,16
13136,160,539,36,3
13137,159,460,19,34
13138,286,520,21,21
13139,438,336,13,13
13140,564,242,19,19
13141,113,26,10,11
13142,57,849,21,21
13143,165,816,13,13
13144,243,210,19,19
13145,199,850,4,4
13146,199,593,4,5
13147,60,378,7,7
13148,60,104,7,7
13149,60,60,7,7
13150,793,316,23,1
13151,359,569,14,14
13152,210,243,19,19
13153,195,520,21,21
13154,52,1,7,1
13155,52,314,7,1
13156,125,404,16,16
13157,314,52,1,7
13158,518,362,35,14
13159,281,412,21,21
13160,307,114,1,10
13161,89,2,20,21
13162,424,62,34,36
13163,367,366,10,36
13164,2,89,21,20
13165,441,121,14,36
13166,278,345,0,0
13167,409,316,26,1
13168,317,314,1,1
13169,419,365,4,14
13170,246,498,14,14
13171,160,188,36,15
13172,166,214,36,0
13173,299,81,15,15
13174,644,296,25,7
13175,160,666,36,14
13176,177,459,1,1
13177,720,700,14,14
13178,376,179,7,0
13179,44,441,14,14
13180,20,536,9,15
13181,137,285,21,22
13182,292,493,4,4
13183,776,203,5,4
13184,444,318,10,10
13185,35,655,11,4
13186,137,166,21,36
13187,366,82,36,36
13188,166,576,36,4
13189,536,20,15,9
13190,59,194,21,21
13191,142,434,36,34
13192,280,95,4,4
13193,280,181,4,7
13194,280,228,4,1
13195,168,275,4,4
13196,87,543,34,4
13197,87,820,34,5
13198,419,473,4,15
13199,275,168,4,4
13200,362,283,14,36
13201,809,174,22,32
13202,31,39,11,11
13203,193,195,21,21
13204,6,412,25,21
13205,412,6,21,25
13206,460,533,34,35
13207,11,211,14,22
13208,655,35,4,11
13209,65,450,4,4
13210,459,177,1,1
13211,114,280,10,4
13212,333,654,10,37
13213,820,162,5,37
13214,322,448,17,17
13215,340,143,2,8
13216,45,448,17,17
13217,543,87,4,34
13218,651,546,26,35
13219,280,114,4,10
13220,450,65,4,4
13221,129,399,4,4
13222,638,44,38,14
13223,254,283,40,36
13224,655,151,4,10
13225,0,88,1,20
13226,832,832,21,21
13227,160,139,36,17
13228,664,664,4,4
13229,820,208,5,22
13230,41,460,5,34
13231,820,15,5,17
13232,89,159,20,19
13233,88,0,20,1
13234,533,818,35,15
13235,169,183,13,4
13236,162,820,37,5
13237,121,19,36,14
13238,399,129,4,4
13239,357,480,8,15
13240,546,393,35,7
13241,280,367,4,10
13242,221,121,1,36
13243,5,516,25,1
13244,5,517,25,1
13245,249,419,14,4
13246,107,35,36,11
13247,747,184,15,15
13248,105,820,34,5
13249,419,249,4,14
13250,184,747,15,15
13251,446,15,17,17
13252,394,393,7,7
13253,195,809,21,22
13254,820,87,5,34
13255,810,269,26,17
13256,121,357,36,8
13257,170,31,13,11
13258,149,655,0,4
13259,70,152,37,37
13260,287,106,15,38
13261,593,340,5,2
13262,820,105,5,34
13263,409,108,26,8
13264,106,287,38,15
13265,301,228,26,1
13266,57,604,21,22
13267,80,356,29,8
13268,121,372,36,36
13269,361,151,10,10
13270,300,46,38,17
13271,349,347,0,0
13272,11,293,14,14
13273,11,498,14,14
13274,11,266,14,14
13275,11,8,14,14
13276,64,271,25,28
13277,674,504,14,14
13278,733,327,9,9
13279,11,247,14,14
13280,12,247,14,14
13281,281,411,21,28
13282,480,356,15,8
13283,480,21,15,9
13284,480,20,15,9
13285,480,375,15,8
13286,480,221,15,1
13287,480,671,15,29
13288,52,103,7,7
13289,62,372,36,36
13290,375,480,8,15
13291,655,419,4,4
13292,21,480,9,15
13293,129,160,4,36
13294,272,309,17,1
13295,272,612,17,37
13296,34,151,11,10
13297,327,733,9,9
13298,822,563,4,4
13299,9,499,14,14
13300,372,62,36,36
13301,381,61,7,7
13302,61,381,7,7
13303,82,747,36,15
13304,82,526,36,4
13305,82,486,36,4
13306,82,426,36,4
13307,82,168,36,4
13308,747,82,15,36
13309,106,717,38,24
13310,123,420,13,26
13311,65,130,4,0
13312,132,210,28,19
13313,153,154,27,35
13314,210,132,19,28
13315,82,261,36,10
13316,82,508,36,15
13317,420,123,26,13
13318,82,820,36,5
13319,82,441,36,14
13320,266,441,14,14
13321,424,106,34,38
13322,191,434,0,34
13323,434,191,34,0
13324,498,11,14,14
13325,511,64,0,25
13326,121,223,36,1
13327,95,593,4,5
13328,427,96,12,20
13329,64,511,25,0
13330,96,427,20,12
13331,160,480,36,15
13332,493,82,4,36
13333,221,218,1,1
13334,87,180,34,0
13335,593,95,5,4
13336,836,523,4,4
13337,329,469,8,22
13338,498,264,14,14
13339,747,418,15,15
13340,480,143,15,8
13341,219,60,1,7
13342,418,747,15,15
13343,333,162,10,37
13344,160,736,36,27
13345,240,209,19,19
13346,15,285,17,22
13347,15,429,17,17
13348,238,457,19,4
13349,197,95,4,4
13350,438,339,13,13
13351,307,537,1,6
13352,230,80,23,29
13353,230,375,23,8
13354,285,15,22,17
13355,247,11,14,14
13356,100,708,16,16
13357,100,124,16,16
13358,100,353,16,16
13359,100,323,16,16
13360,100,618,16,16
13361,100,640,16,16
13362,100,768,16,16
13363,100,99,16,16
13364,100,662,16,16
13365,100,125,16,16
13366,100,185,16,16
13367,8,11,14,14
13368,5,291,25,4
13369,5,141,25,14
13370,5,815,25,21
13371,125,100,16,16
13372,95,197,4,4
13373,62,521,36,2
13374,707,441,14,14
13375,443,48,10,10
13376,404,154,16,35
13377,662,100,16,16
13378,608,441,14,14
13379,496,488,14,14
13380,15,820,17,5
13381,655,149,4,0
13382,280,426,4,4
13383,508,747,15,15
13384,851,191,0,0
13385,700,441,14,14
13386,420,362,26,14
13387,11,530,14,14
13388,74,549,1,15
13389,429,334,17,17
13390,851,852,0,1
13391,851,605,0,1
13392,573,441,14,14
13393,851,851,0,0
13394,720,441,14,14
13395,480,74,15,1
13396,480,509,15,15
13397,480,223,15,1
13398,480,357,15,8
13399,211,424,22,34
13400,93,526,4,4
13401,93,458,4,4
13402,214,94,0,5
13403,160,776,36,5
13404,166,159,36,19
13405,420,494,26,36
13406,183,458,4,4
13407,183,290,4,4
13408,183,426,4,4
13409,647,221,6,1
13410,160,306,36,9
13411,26,32,11,11
13412,145,271,35,28
13413,720,406,14,14
13414,48,486,10,4
13415,67,86,15,36
13416,546,115,35,13
13417,221,647,1,6
13418,82,221,36,1
13419,82,74,36,1
13420,155,95,35,4
13421,82,222,36,1
13422,443,455,10,22
13423,82,104,36,7
13424,82,647,36,6
13425,82,548,36,6
13426,82,133,36,4
13427,82,337,36,13
13428,82,295,36,7
13429,82,304,36,20
13430,82,170,36,13
13431,82,51,36,5
13432,82,143,36,8
13433,82,225,36,1
13434,82,853,36,7
13435,137,420,21,26
13436,420,137,26,21
13437,443,333,10,10
13438,443,527,10,10
13439,443,361,10,10
13440,443,417,10,10
13441,443,263,10,10
13442,443,444,10,10
13443,443,725,10,10
13444,443,318,10,10
13445,443,442,10,10
13446,443,547,10,10
13447,443,114,10,10
13448,443,423,10,10
13449,443,245,10,10
13450,443,76,10,10
13451,443,485,10,10
13452,443,171,10,10
13453,191,851,0,0
13454,195,586,21,21
13455,6,308,25,1
13456,231,14,0,4
13457,557,518,3,35
13458,420,854,26,17
13459,304,285,20,22
13460,563,563,4,4
13461,304,82,20,36
13462,74,485,1,10
13463,221,248,1,1
13464,221,116,1,13
13465,221,313,1,1
13466,221,73,1,1
13467,221,485,1,10
13468,221,317,1,1
13469,165,31,13,11
13470,810,87,26,34
13471,84,441,37,14
13472,84,113,37,10
13473,84,752,37,36
13474,84,555,37,14
13475,84,144,37,40
13476,84,493,37,4
13477,84,729,37,14
13478,84,87,37,34
13479,84,37,37,11
13480,84,754,37,14
13481,84,249,37,14
13482,84,180,37,0
13483,422,154,35,35
13484,249,84,14,37
13485,493,84,4,37
13486,277,180,0,0
13487,434,333,34,10
13488,21,820,9,5
13489,278,621,0,0
13490,17,255,1,6
13491,17,467,1,15
13492,17,386,1,7
13493,17,494,1,36
13494,17,295,1,7
13495,266,11,14,14
13496,17,533,1,35
13497,17,253,1,31
13498,17,546,1,35
13499,17,405,1,38
13500,17,189,1,15
13501,17,283,1,36
13502,17,612,1,37
13503,17,162,1,37
13504,17,495,1,23
13505,15,420,17,26
13506,17,340,1,2
13507,17,363,1,35
13508,17,643,1,37
13509,17,366,1,36
13510,317,74,1,1
13511,17,378,1,7
13512,17,106,1,38
13513,17,212,1,34
13514,17,83,1,36
13515,17,86,1,36
13516,17,726,1,31
13517,290,356,4,8
13518,77,62,3,36
13519,17,459,1,1
13520,273,15,17,17
13521,273,272,17,17
13522,273,164,17,17
13523,273,216,17,17
13524,498,44,14,14
13525,420,106,26,38
13526,367,280,10,4
13527,390,182,7,7
13528,11,502,14,14
13529,13,98,26,16
13530,106,420,38,26
13531,420,139,26,17
13532,391,295,7,7
13533,61,396,7,7
13534,107,372,36,36
13535,508,189,15,15
13536,747,508,15,15
13537,160,591,36,23
13538,591,160,23,36
13539,183,480,4,15
13540,183,509,4,15
13541,183,318,4,10
13542,183,20,4,9
13543,183,188,4,15
13544,183,68,4,15
13545,183,137,4,21
13546,340,142,2,36
13547,160,610,36,6
13548,160,19,36,14
13549,519,316,23,1
13550,249,533,14,35
13551,308,6,1,25
13552,226,443,1,10
13553,305,520,21,21
13554,256,531,4,3
13555,256,557,4,3
13556,135,361,13,10
13557,557,256,3,4
13558,182,380,7,7
13559,137,183,21,4
13560,73,116,1,13
13561,73,221,1,1
13562,73,223,1,1
13563,73,485,1,10
13564,73,317,1,1
13565,73,0,1,1
13566,723,306,9,9
13567,420,296,26,7
13568,810,296,26,7
13569,57,64,21,25
13570,82,327,36,9
13571,478,160,8,36
13572,142,340,36,2
13573,91,183,15,4
13574,508,62,15,36
13575,82,454,36,27
13576,160,351,36,0
13577,183,602,4,14
13578,251,62,13,36
13579,847,205,10,5
13580,317,248,1,1
13581,317,116,1,13
13582,317,221,1,1
13583,317,313,1,1
13584,317,223,1,1
13585,317,18,1,1
13586,317,73,1,1
13587,317,485,1,10
13588,62,251,36,13
13589,39,29,11,11
13590,205,847,5,10
13591,362,420,14,26
13592,378,296,7,7
13593,183,91,4,15
13594,183,155,4,35
13595,568,130,4,0
13596,441,19,14,14
13597,847,333,10,10
13598,54,2,22,21
13599,106,424,38,34
13600,68,183,15,4
13601,155,183,35,4
13602,131,809,28,22
13603,700,602,14,14
13604,318,183,10,4
13605,128,214,5,0
13606,166,174,36,32
13607,593,199,5,4
13608,333,163,10,24
13609,333,493,10,4
13610,333,820,10,5
13611,225,18,1,1
13612,285,304,22,20
13613,160,197,36,4
13614,284,681,0,0
13615,245,183,10,4
13616,151,37,10,11
13617,421,7,14,14
13618,61,345,7,0
13619,90,183,8,4
13620,54,304,22,20
13621,25,361,11,10
13622,69,183,15,4
13623,304,54,20,22
13624,304,809,20,22
13625,809,304,22,20
13626,214,128,0,5
13627,361,25,10,11
13628,86,584,36,4
13629,516,195,1,21
13630,54,96,22,20
13631,54,89,22,20
13632,54,88,22,20
13633,187,20,15,9
13634,367,748,10,23
13635,245,333,10,10
13636,16,183,34,4
13637,81,86,15,36
13638,748,367,23,10
13639,195,516,21,1
13640,195,517,21,1
13641,2,54,21,22
13642,89,54,20,22
13643,89,809,20,22
13644,405,158,38,19
13645,377,347,7,0
13646,299,855,15,15
13647,531,363,3,35
13648,441,12,14,14
13649,417,107,10,36
13650,345,61,0,7
13651,273,271,17,28
13652,111,108,8,8
13653,349,160,0,36
13654,160,91,36,15
13655,392,387,7,7
13656,17,671,1,29
13657,17,21,1,9
13658,681,284,0,0
13659,546,155,35,35
13660,21,17,9,1
13661,160,303,36,20
13662,160,369,36,20
13663,655,223,4,1
13664,155,546,35,35
13665,158,405,19,38
13666,249,856,14,14
13667,809,131,22,28
13668,480,183,15,4
13669,114,609,10,13
13670,128,327,5,9
13671,128,486,5,4
13672,21,221,9,1
13673,438,531,13,3
13674,255,1,6,1
13675,255,189,6,15
13676,255,316,6,1
13677,129,363,4,35
13678,121,474,36,15
13679,440,206,4,4
13680,489,132,25,28
13681,186,363,40,35
13682,486,820,4,5
13683,486,327,4,9
13684,855,299,15,15
13685,820,486,5,4
13686,820,327,5,9
13687,128,105,5,34
13688,714,714,4,4
13689,121,518,36,35
13690,307,310,1,1
13691,307,317,1,1
13692,596,596,23,23
13693,105,128,34,5
13694,282,209,36,19
13695,401,257,4,0
13696,440,438,4,13
13697,87,183,34,4
13698,183,245,4,10
13699,183,69,4,15
13700,183,90,4,8
13701,278,363,0,35
13702,271,273,28,17
13703,183,87,4,34
13704,327,820,9,5
13705,327,486,9,4
13706,225,74,1,1
13707,531,115,3,13
13708,363,278,35,0
13709,531,438,3,13
13710,209,282,19,36
13711,20,187,9,15
13712,68,121,15,36
13713,121,411,36,28
13714,121,714,36,4
13715,74,480,1,15
13716,121,184,36,15
13717,18,225,1,1
13718,22,11,9,14
13719,440,321,4,7
13720,61,440,7,4
13721,356,480,8,15
13722,40,170,11,13
13723,184,121,15,36
13724,290,106,4,38
13725,845,4,21,21
13726,599,708,19,16
13727,599,304,19,20
13728,599,96,19,20
13729,599,132,19,28
13730,599,2,19,21
13731,599,211,19,22
13732,599,3,19,21
13733,599,63,19,21
13734,599,208,19,22
13735,183,270,4,4
13736,183,611,4,4
13737,62,209,36,19
13738,440,435,4,6
13739,395,393,7,7
13740,7,555,14,14
13741,160,427,36,12
13742,121,326,36,9
13743,209,62,19,36
13744,182,381,7,7
13745,182,392,7,7
13746,182,393,7,7
13747,182,394,7,7
13748,182,397,7,7
13749,182,378,7,7
13750,182,103,7,7
13751,182,181,7,7
13752,182,384,7,7
13753,182,283,7,36
13754,182,385,7,7
13755,182,387,7,7
13756,182,388,7,7
13757,182,250,7,7
13758,182,396,7,7
13759,182,377,7,7
13760,182,368,7,7
13761,182,104,7,7
13762,182,321,7,7
13763,182,60,7,7
13764,182,150,7,7
13765,519,518,23,35
13766,438,440,13,4
13767,4,845,21,21
13768,18,115,1,13
13769,405,46,38,17
13770,435,440,6,4
13771,65,401,4,4
13772,537,61,6,7
13773,142,216,36,17
13774,265,8,14,14
13775,544,544,4,4
13776,412,271,21,28
13777,31,29,11,11
13778,11,441,14,14
13779,11,22,14,9
13780,84,662,37,16
13781,106,255,38,6
13782,333,142,10,36
13783,121,480,36,15
13784,142,333,36,10
13785,520,183,21,4
13786,20,480,9,15
13787,377,128,7,5
13788,339,340,13,2
13789,490,405,6,38
13790,143,480,8,15
13791,54,411,22,28
13792,608,608,14,14
13793,170,145,13,35
13794,145,170,35,13
13795,327,128,9,5
13796,306,511,9,0
13797,160,8,36,14
13798,515,440,4,4
13799,411,54,28,22
13800,390,103,7,7
13801,170,229,13,10
13802,170,40,13,11
13803,223,20,1,9
13804,222,400,1,9
13805,255,215,6,1
13806,255,295,6,7
13807,459,74,1,1
13808,377,365,7,14
13809,357,142,8,36
13810,187,87,15,34
13811,20,223,9,1
13812,153,121,27,36
13813,459,467,1,15
13814,483,483,3,3
13815,511,306,0,9
13816,216,592,17,17
13817,142,458,36,4
13818,568,450,4,4
13819,21,272,9,17
13820,13,211,26,22
13821,101,97,16,16
13822,19,700,14,14
13823,549,74,15,1
13824,596,282,23,36
13825,249,353,14,16
13826,124,706,16,4
13827,282,612,36,37
13828,160,143,36,8
13829,499,699,14,14
13830,80,121,29,36
13831,121,368,36,7
13832,405,121,38,36
13833,255,365,6,14
13834,272,21,17,9
13835,373,508,36,15
13836,300,169,38,13
13837,374,5,14,25
13838,201,215,4,1
13839,169,300,13,38
13840,564,564,19,19
13841,274,21,17,9
13842,115,249,13,14
13843,194,586,21,21
13844,194,208,21,22
13845,230,74,23,1
13846,21,274,9,17
13847,662,84,16,37
13848,190,533,15,35
13849,178,180,0,0
13850,489,129,25,4
13851,708,708,16,16
13852,376,320,7,7
13853,90,11,8,14
13854,86,67,36,15
13855,543,425,4,4
13856,64,665,25,32
13857,818,533,15,35
13858,249,282,14,36
13859,249,142,14,36
13860,443,226,10,1
13861,154,412,35,21
13862,232,312,4,1
13863,719,719,7,7
13864,87,545,34,11
13865,310,365,1,14
13866,697,5,1,25
13867,176,478,4,8
13868,478,176,8,4
13869,494,308,36,1
13870,520,6,21,25
13871,240,11,19,14
13872,460,244,34,19
13873,460,328,34,8
13874,460,57,34,21
13875,460,189,34,15
13876,11,90,14,8
13877,6,520,25,21
13878,308,494,1,36
13879,11,240,14,19
13880,301,857,26,0
13881,166,137,36,21
13882,621,301,0,26
13883,74,21,1,9
13884,74,20,1,9
13885,52,781,7,0
13886,293,365,14,14
13887,15,353,17,16
13888,121,143,36,8
13889,121,661,36,14
13890,121,401,36,4
13891,121,165,36,13
13892,661,121,14,36
13893,255,366,6,36
13894,358,530,14,14
13895,366,255,36,6
13896,62,505,36,14
13897,300,329,38,8
13898,249,303,14,20
13899,249,236,14,19
13900,249,46,14,17
13901,786,465,23,23
13902,568,526,4,4
13903,258,468,8,1
13904,113,847,10,10
13905,329,300,8,38
13906,410,490,27,6
13907,300,158,38,19
13908,90,469,8,22
13909,349,320,0,7
13910,740,51,20,5
13911,615,87,35,34
13912,294,129,4,4
13913,559,769,27,27
13914,375,81,8,15
13915,417,437,10,13
13916,17,341,1,1
13917,143,10,8,9
13918,443,847,10,10
13919,10,143,9,8
13920,153,160,27,36
13921,106,355,38,27
13922,132,242,28,19
13923,242,132,19,28
13924,85,310,1,1
13925,374,166,14,36
13926,366,229,36,10
13927,499,374,14,14
13928,738,2,22,21
13929,249,310,14,1
13930,310,249,1,14
13931,525,504,14,14
13932,107,281,36,21
13933,408,586,21,21
13934,166,353,36,16
13935,748,300,23,38
13936,290,65,4,4
13937,65,290,4,4
13938,450,133,4,4
13939,74,142,1,36
13940,300,64,38,25
13941,64,300,25,38
13942,4,208,21,22
13943,450,600,4,4
13944,166,74,36,1
13945,494,62,36,36
13946,618,98,16,16
13947,30,367,11,10
13948,116,28,13,11
13949,28,116,11,13
13950,121,282,36,36
13951,458,494,4,36
13952,822,593,4,5
13953,847,847,10,10
13954,858,306,9,9
13955,820,366,5,36
13956,187,1,15,1
13957,179,61,0,7
13958,529,529,14,14
13959,366,521,36,2
13960,28,107,11,36
13961,491,340,6,2
13962,485,74,10,1
13963,521,366,2,36
13964,317,17,1,1
13965,452,661,14,14
13966,106,184,38,15
13967,269,820,17,5
13968,756,227,39,1
13969,300,45,38,17
13970,283,820,36,5
13971,708,125,16,16
13972,820,283,5,36
13973,83,209,36,19
13974,209,83,19,36
13975,157,128,0,5
13976,56,137,21,21
13977,65,366,4,36
13978,209,166,19,36
13979,127,1,6,1
13980,206,852,4,1
13981,285,5,22,25
13982,58,304,21,20
13983,366,65,36,4
13984,443,40,10,11
13985,215,201,1,4
13986,160,410,36,27
13987,300,531,38,3
13988,2,300,21,38
13989,145,114,35,10
13990,350,345,0,0
13991,63,533,21,35
13992,300,2,38,21
